sysbench 1.0.18 (using system LuaJIT 2.1.0-beta3)

Running the test with following options:
Number of threads: 32
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Extra file open flags: directio
25 files, 4GiB each
100GiB total file size
Block size 16KiB
Number of IO requests: 0
Read/Write ratio for combined random IO test: 1.50
Using asynchronous I/O mode
Doing random r/w test
Initializing worker threads...

Threads started!

[ 52s ] reads: 456.71 MiB/s writes: 80.78 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.570
[ 53s ] reads: 412.91 MiB/s writes: 364.47 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.810
[ 54s ] reads: 261.92 MiB/s writes: 213.34 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.570
[ 55s ] reads: 548.84 MiB/s writes: 244.76 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.075
[ 56s ] reads: 430.90 MiB/s writes: 346.65 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.245
[ 57s ] reads: 230.46 MiB/s writes: 102.08 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.430
[ 58s ] reads: 492.96 MiB/s writes: 361.76 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.861
[ 59s ] reads: 194.84 MiB/s writes: 153.17 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.985
[ 60s ] reads: 500.45 MiB/s writes: 259.69 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.245
[ 61s ] reads: 297.85 MiB/s writes: 352.06 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.028
[ 62s ] reads: 398.24 MiB/s writes: 108.99 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.470
[ 63s ] reads: 183.36 MiB/s writes: 387.47 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.652
[ 64s ] reads: 524.76 MiB/s writes: 93.58 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.407
[ 65s ] reads: 459.58 MiB/s writes: 332.87 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.130
[ 66s ] reads: 198.06 MiB/s writes: 102.62 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.702
[ 67s ] reads: 516.17 MiB/s writes: 355.47 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.187
[ 68s ] reads: 154.17 MiB/s writes: 240.63 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.550
[ 69s ] reads: 483.25 MiB/s writes: 197.69 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.816
[ 70s ] reads: 476.13 MiB/s writes: 300.38 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.425
[ 71s ] reads: 137.88 MiB/s writes: 227.25 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.842
[ 72s ] reads: 594.33 MiB/s writes: 213.95 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.364
[ 73s ] reads: 65.04 MiB/s writes: 346.56 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.842
[ 74s ] reads: 548.36 MiB/s writes: 133.52 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.364
[ 75s ] reads: 485.59 MiB/s writes: 322.31 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.245
[ 76s ] reads: 148.46 MiB/s writes: 104.71 MiB/s fsyncs: 0.00/s latency (ms,95%): 8.277
[ 77s ] reads: 542.25 MiB/s writes: 345.44 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.810
[ 78s ] reads: 325.40 MiB/s writes: 308.09 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.407
[ 79s ] reads: 360.65 MiB/s writes: 130.48 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.774
[ 80s ] reads: 21.36 MiB/s writes: 73.30 MiB/s fsyncs: 0.00/s latency (ms,95%): 11.041
[ 81s ] reads: 106.20 MiB/s writes: 242.25 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.728
[ 82s ] reads: 699.51 MiB/s writes: 442.18 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.223
[ 83s ] reads: 464.15 MiB/s writes: 120.80 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.470
[ 84s ] reads: 373.73 MiB/s writes: 355.06 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.075
[ 85s ] reads: 365.53 MiB/s writes: 269.36 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.407
[ 86s ] reads: 458.82 MiB/s writes: 174.92 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.176
[ 87s ] reads: 458.58 MiB/s writes: 302.36 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.130
[ 88s ] reads: 180.43 MiB/s writes: 152.49 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.842
[ 89s ] reads: 487.36 MiB/s writes: 289.40 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.187
[ 90s ] reads: 335.48 MiB/s writes: 328.78 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.101
[ 91s ] reads: 310.29 MiB/s writes: 102.18 MiB/s fsyncs: 0.00/s latency (ms,95%): 6.318
[ 92s ] reads: 441.20 MiB/s writes: 319.46 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.245
[ 93s ] reads: 384.90 MiB/s writes: 311.80 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.885
[ 94s ] reads: 286.78 MiB/s writes: 109.35 MiB/s fsyncs: 0.00/s latency (ms,95%): 7.167
[ 95s ] reads: 577.50 MiB/s writes: 341.28 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.861
[ 96s ] reads: 102.17 MiB/s writes: 72.37 MiB/s fsyncs: 0.00/s latency (ms,95%): 8.737
[ 97s ] reads: 531.66 MiB/s writes: 403.19 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.966
[ 98s ] reads: 138.48 MiB/s writes: 98.78 MiB/s fsyncs: 0.00/s latency (ms,95%): 8.130
[ 99s ] reads: 565.58 MiB/s writes: 353.46 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.913
[ 100s ] reads: 182.97 MiB/s writes: 340.47 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.570
[ 101s ] reads: 506.52 MiB/s writes: 127.70 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.329
[ 102s ] reads: 322.02 MiB/s writes: 327.55 MiB/s fsyncs: 0.00/s latency (ms,95%): 3.304
[ 103s ] reads: 351.45 MiB/s writes: 108.42 MiB/s fsyncs: 0.00/s latency (ms,95%): 5.570
